name,national_team,club,league,style_fit,age_score,tournament_perf,tps_static,tps_live,top3_clubs,tps_rank,tournament_goals,tournament_assists,tournament_minutes
Fares Chaibi,Algeria,Eintracht Frankfurt,Bundesliga,0.9614,0.6667,0.0,51.79,51.79,Bournemouth (PL): 0.979 | Atletico Madrid (La Liga): 0.979,1,0,0,0
Ramy Bensebaini,Algeria,Borussia Dortmund,Bundesliga,0.9612,0.6667,0.0,51.78,51.78,Bournemouth (PL): 0.979 | Atletico Madrid (La Liga): 0.979,2,0,0,0
Nilson Angulo,Ecuador,Sunderland,Outside Top 5,0.897,0.7867,0.0,51.61,51.61,Brest (Ligue 1): 0.93 | Burnley (PL): 0.922,3,0,0,0
Hicham Boudaoui,Algeria,Nice,Ligue 1,0.9559,0.6667,0.0,51.57,51.57,Bournemouth (PL): 0.979 | Atletico Madrid (La Liga): 0.979,4,0,0,0
Nabil Bentaleb,Algeria,Lille,Ligue 1,0.9497,0.6667,0.0,51.32,51.32,Bournemouth (PL): 0.979 | Atletico Madrid (La Liga): 0.979,5,0,0,0
Aissa Mandi,Algeria,Lille,Ligue 1,0.9497,0.6667,0.0,51.32,51.32,Bournemouth (PL): 0.979 | Atletico Madrid (La Liga): 0.979,5,0,0,0
Hannibal Mejbri,Tunisia,Burnley,Outside Top 5,0.9674,0.6267,0.0,51.23,51.23,Brest (Ligue 1): 0.977 | Burnley (PL): 0.967,7,0,0,0
Julian Ryerson,Norway,Borussia Dortmund,Bundesliga,0.971,0.6133,0.0,51.11,51.11,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,8,0,0,0
Mohamed Amine Amoura,Algeria,Wolfsburg,Bundesliga,0.9439,0.6667,0.0,51.09,51.09,Bournemouth (PL): 0.979 | Atletico Madrid (La Liga): 0.979,9,0,0,0
Samir Chergui,Algeria,Paris FC,Ligue 1,0.9409,0.6667,0.0,50.97,50.97,Bournemouth (PL): 0.979 | Atletico Madrid (La Liga): 0.979,10,0,0,0
Brahim Diaz,Morocco,Real Madrid,La Liga,0.9533,0.64,0.0,50.93,50.93,Como (serie A): 0.97 | Manchester City (PL): 0.963,11,0,0,0
Jonas Adjetey,Ghana,Wolfsburg,Bundesliga,0.9587,0.62,0.0,50.75,50.75,Brentford (PL): 0.969 | Real Sociedad (La Liga): 0.969,12,0,0,0
Yassine Gessime,Morocco,Strasbourg,Ligue 1,0.9395,0.64,0.0,50.38,50.38,Como (serie A): 0.97 | Manchester City (PL): 0.963,13,0,0,0
Samir El Mourabet,Morocco,Strasbourg,Ligue 1,0.9395,0.64,0.0,50.38,50.38,Como (serie A): 0.97 | Manchester City (PL): 0.963,13,0,0,0
Rodri,Spain,Manchester City,PL,0.9489,0.62,0.0,50.36,50.36,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,15,0,0,0
Ibrahim Maza,Algeria,Bayer Leverkusen,Bundesliga,0.92,0.6667,0.0,50.14,50.14,Bournemouth (PL): 0.979 | Atletico Madrid (La Liga): 0.979,17,0,0,0
Assane Diao,Senegal,Como,serie A,0.9501,0.6067,0.0,50.14,50.14,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,17,0,0,0
Jarell Quansah,England,Bayer Leverkusen,Bundesliga,0.9568,0.5933,0.0,50.14,50.14,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,17,0,0,0
Rayan Cherki,France,Manchester City,PL,0.9527,0.6,0.0,50.11,50.11,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,19,0,0,0
Kamaldeen Sulemana,Ghana,Atalanta,serie A,0.9417,0.62,0.0,50.07,50.07,Brentford (PL): 0.969 | Real Sociedad (La Liga): 0.969,20,0,0,0
Matheus Nunes,Portugal,Manchester City,PL,0.9826,0.5333,0.0,49.97,49.97,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,22,0,0,0
Bernardo Silva,Portugal,Manchester City,PL,0.9826,0.5333,0.0,49.97,49.97,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,22,0,0,0
Ruben Dias,Portugal,Manchester City,PL,0.9826,0.5333,0.0,49.97,49.97,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,22,0,0,0
Nayef Aguerd,Morocco,Marseille,Ligue 1,0.9266,0.64,0.0,49.86,49.86,Como (serie A): 0.97 | Manchester City (PL): 0.963,24,0,0,0
John Stones,England,Manchester City,PL,0.9492,0.5933,0.0,49.83,49.83,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,26,0,0,0
Nico O'Reilly,England,Manchester City,PL,0.9492,0.5933,0.0,49.83,49.83,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,26,0,0,0
Marc GuÃÂ©hi,England,Manchester City,PL,0.9492,0.5933,0.0,49.83,49.83,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,26,0,0,0
James Trafford,England,Manchester City,PL,0.9492,0.5933,0.0,49.83,49.83,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,26,0,0,0
Aurelien Tchouameni,France,Real Madrid,La Liga,0.9439,0.6,0.0,49.76,49.76,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,29,0,0,0
Kylian Mbappe,France,Real Madrid,La Liga,0.9439,0.6,0.0,49.76,49.76,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,29,0,0,0
Martin Odegaard,Norway,Arsenal,PL,0.9369,0.6133,0.0,49.74,49.74,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,31,0,0,0
Alejandro Grimaldo,Spain,Bayer Leverkusen,Bundesliga,0.9302,0.62,0.0,49.61,49.61,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,32,0,0,0
Jorrel Hato,Netherlands,Chelsea,PL,0.9625,0.5533,0.0,49.57,49.57,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,33,0,0,0
Pedri,Spain,Barcelona,La Liga,0.9268,0.62,0.0,49.47,49.47,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,37,0,0,0
Joan Garcia,Spain,Barcelona,La Liga,0.9268,0.62,0.0,49.47,49.47,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,37,0,0,0
Dani Olmo,Spain,Barcelona,La Liga,0.9268,0.62,0.0,49.47,49.47,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,37,0,0,0
Lamine Yamal,Spain,Barcelona,La Liga,0.9268,0.62,0.0,49.47,49.47,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,37,0,0,0
Gavi,Spain,Barcelona,La Liga,0.9268,0.62,0.0,49.47,49.47,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,37,0,0,0
Ferran Torres,Spain,Barcelona,La Liga,0.9268,0.62,0.0,49.47,49.47,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,37,0,0,0
Eric Garcia,Spain,Barcelona,La Liga,0.9268,0.62,0.0,49.47,49.47,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,37,0,0,0
Pau Cubarsi,Spain,Barcelona,La Liga,0.9268,0.62,0.0,49.47,49.47,Strasbourg (Ligue 1): 0.967 | Manchester City (PL): 0.949,37,0,0,0
Quinten Timber,Netherlands,Marseille,Ligue 1,0.9598,0.5533,0.0,49.46,49.46,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,42,0,0,0
Zeki Amdouni,Switzerland,Burnley,Outside Top 5,0.9761,0.5133,0.0,49.31,49.31,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,43,0,0,0
Mark Flekken,Netherlands,Bayer Leverkusen,Bundesliga,0.9555,0.5533,0.0,49.29,49.29,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,44,0,0,0
Nikola Vlasic,Croatia,Torino,serie A,0.9736,0.5133,0.0,49.21,49.21,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,45,0,0,0
Tijjani Reijnders,Netherlands,Manchester City,PL,0.9533,0.5533,0.0,49.2,49.2,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,46,0,0,0
Nathan Ake,Netherlands,Manchester City,PL,0.9533,0.5533,0.0,49.2,49.2,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,46,0,0,0
Leandro Trossard,Belgium,Arsenal,PL,0.9496,0.56,0.0,49.19,49.19,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,48,0,0,0
Alexander Sorloth,Norway,Atletico Madrid,La Liga,0.9229,0.6133,0.0,49.18,49.18,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,49,0,0,0
Kristian Thorstvedt,Norway,Sassuolo,serie A,0.9225,0.6133,0.0,49.17,49.17,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,50,0,0,0
Antonio Nusa,Norway,RB Leipzig,Bundesliga,0.9226,0.6133,0.0,49.17,49.17,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,50,0,0,0
Rayan Ait-Nouri,Algeria,Manchester City,PL,0.8953,0.6667,0.0,49.15,49.15,Bournemouth (PL): 0.979 | Atletico Madrid (La Liga): 0.979,52,0,0,0
Joao Cancelo,Portugal,Barcelona,La Liga,0.9613,0.5333,0.0,49.12,49.12,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,54,0,0,0
Abdul Mumin,Ghana,Rayo Vallecano,La Liga,0.9179,0.62,0.0,49.12,49.12,Brentford (PL): 0.969 | Real Sociedad (La Liga): 0.969,54,0,0,0
Jules Kounde,France,Barcelona,La Liga,0.928,0.6,0.0,49.12,49.12,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,54,0,0,0
Michel Aebischer,Switzerland,Pisa,Outside Top 5,0.971,0.5133,0.0,49.11,49.11,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,56,0,0,0
Marvin Senaya,Ghana,Auxerre,Ligue 1,0.9173,0.62,0.0,49.09,49.09,Brentford (PL): 0.969 | Real Sociedad (La Liga): 0.969,58,0,0,0
Gideon Mensah,Ghana,Auxerre,Ligue 1,0.9173,0.62,0.0,49.09,49.09,Brentford (PL): 0.969 | Real Sociedad (La Liga): 0.969,58,0,0,0
Elisha Owusu,Ghana,Auxerre,Ligue 1,0.9173,0.62,0.0,49.09,49.09,Brentford (PL): 0.969 | Real Sociedad (La Liga): 0.969,58,0,0,0
Marcus Rashford,England,Barcelona,La Liga,0.9282,0.5933,0.0,48.99,48.99,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,61,0,0,0
Teun Koopmeiners,Netherlands,Juventus,serie A,0.9481,0.5533,0.0,48.99,48.99,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,61,0,0,0
Ibrahima Konate,France,Liverpool,PL,0.9247,0.6,0.0,48.99,48.99,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,61,0,0,0
Marten de Roon,Netherlands,Atalanta,serie A,0.9478,0.5533,0.0,48.98,48.98,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,63,0,0,0
Justin Kluivert,Netherlands,Bournemouth,PL,0.9479,0.5533,0.0,48.98,48.98,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,63,0,0,0
Marcel Sabitzer,Austria,Borussia Dortmund,Bundesliga,0.9742,0.5,0.0,48.97,48.97,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,66,0,0,0
Granit Xhaka,Switzerland,Sunderland,Outside Top 5,0.9676,0.5133,0.0,48.97,48.97,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,66,0,0,0
Carney Chukwuemeka,Austria,Borussia Dortmund,Bundesliga,0.9742,0.5,0.0,48.97,48.97,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,66,0,0,0
Kristijan Jakic,Croatia,Augsburg,Bundesliga,0.9674,0.5133,0.0,48.96,48.96,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,68,0,0,0
Ayyoub Bouaddi,Morocco,Lille,Ligue 1,0.9026,0.64,0.0,48.9,48.9,Como (serie A): 0.97 | Manchester City (PL): 0.963,69,0,0,0
Ismael Gharbi,Tunisia,Augsburg,Bundesliga,0.9085,0.6267,0.0,48.87,48.87,Brest (Ligue 1): 0.977 | Burnley (PL): 0.967,70,0,0,0
Mamadou Sarr,Senegal,Chelsea,PL,0.9181,0.6067,0.0,48.86,48.86,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,71,0,0,0
Amine Gouiri,Algeria,Marseille,Ligue 1,0.8872,0.6667,0.0,48.82,48.82,Bournemouth (PL): 0.979 | Atletico Madrid (La Liga): 0.979,72,0,0,0
Azzedine Ounahi,Morocco,Girona,La Liga,0.9002,0.64,0.0,48.81,48.81,Como (serie A): 0.97 | Manchester City (PL): 0.963,73,0,0,0
Robin Hranac,Czechia,Hoffenheim,Bundesliga,0.9355,0.5667,0.0,48.75,48.75,Brentford (PL): 0.977 | Torino (serie A): 0.971,75,0,0,0
Vladimir Coufal,Czechia,Hoffenheim,Bundesliga,0.9355,0.5667,0.0,48.75,48.75,Brentford (PL): 0.977 | Torino (serie A): 0.971,75,0,0,0
Lyle Foster,South Africa,Burnley,Outside Top 5,0.912,0.6133,0.0,48.75,48.75,Real Sociedad (La Liga): 0.969 | Udinese (serie A): 0.947,75,0,0,0
AdamHlozek,Czechia,Hoffenheim,Bundesliga,0.9355,0.5667,0.0,48.75,48.75,Brentford (PL): 0.977 | Torino (serie A): 0.971,75,0,0,0
Thomas Partey,Ghana,Villarreal,La Liga,0.9085,0.62,0.0,48.74,48.74,Brentford (PL): 0.969 | Real Sociedad (La Liga): 0.969,78,0,0,0
Moussa Niakhate,Senegal,Lyon,Ligue 1,0.9143,0.6067,0.0,48.71,48.71,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,79,0,0,0
Abdessamad Ezzalzouli,Morocco,Real Betis,La Liga,0.8956,0.64,0.0,48.62,48.62,Como (serie A): 0.97 | Manchester City (PL): 0.963,80,0,0,0
Sofyan Amrabat,Morocco,Real Betis,La Liga,0.8956,0.64,0.0,48.62,48.62,Como (serie A): 0.97 | Manchester City (PL): 0.963,80,0,0,0
Francisco Conceicao,Portugal,Juventus,serie A,0.9471,0.5333,0.0,48.55,48.55,Manchester City (PL): 0.983 | Strasbourg (Ligue 1): 0.981,82,0,0,0
Charles de Ketelaere,Belgium,Atalanta,serie A,0.9334,0.56,0.0,48.54,48.54,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,84,0,0,0
Virgil van Dijk,Netherlands,Liverpool,PL,0.9367,0.5533,0.0,48.54,48.54,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,84,0,0,0
Cody Gakpo,Netherlands,Liverpool,PL,0.9367,0.5533,0.0,48.54,48.54,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,84,0,0,0
Ryan Gravenberch,Netherlands,Liverpool,PL,0.9367,0.5533,0.0,48.54,48.54,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,84,0,0,0
Jeremy Arevalo,Ecuador,Stuttgart,Bundesliga,0.8197,0.7867,0.0,48.52,48.52,Brest (Ligue 1): 0.93 | Burnley (PL): 0.922,87,0,0,0
Erling Haaland,Norway,Manchester City,PL,0.9062,0.6133,0.0,48.52,48.52,Borussia Dortmund (Bundesliga): 0.971 | Juventus (serie A): 0.958,87,0,0,0
Mario Pasalic,Croatia,Atalanta,serie A,0.956,0.5133,0.0,48.51,48.51,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,89,0,0,0
Antonio Rudiger,Germany,Real Madrid,La Liga,0.9455,0.5333,0.0,48.49,48.49,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,90,0,0,0
Harry Kane,England,Bayern Munich,Bundesliga,0.9157,0.5933,0.0,48.49,48.49,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,90,0,0,0
Brice Samba,France,Rennes,Ligue 1,0.9119,0.6,0.0,48.48,48.48,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,92,0,0,0
Valentin Barco,Argentina,Strasbourg,Ligue 1,0.9785,0.4667,0.0,48.47,48.47,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,93,0,0,0
Frenkie de Jong,Netherlands,Barcelona,La Liga,0.9347,0.5533,0.0,48.46,48.46,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,94,0,0,0
Jeremy Doku,Belgium,Manchester City,PL,0.9305,0.56,0.0,48.42,48.42,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,95,0,0,0
Florian Wirtz,Germany,Liverpool,PL,0.9435,0.5333,0.0,48.41,48.41,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,96,0,0,0
Noah Okafor,Switzerland,Leeds United,Outside Top 5,0.9531,0.5133,0.0,48.39,48.39,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,98,0,0,0
Pervis Estupinan,Ecuador,AC Milan,serie A,0.8165,0.7867,0.0,48.39,48.39,Brest (Ligue 1): 0.93 | Burnley (PL): 0.922,98,0,0,0
Ayoub Amaimouni-Echghouyabe,Morocco,Eintracht Frankfurt,Bundesliga,0.8898,0.64,0.0,48.39,48.39,Como (serie A): 0.97 | Manchester City (PL): 0.963,98,0,0,0
Youri Tielemans,Belgium,Aston Villa,PL,0.9283,0.56,0.0,48.33,48.33,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,100,0,0,0
Amadou Onana,Belgium,Aston Villa,PL,0.9283,0.56,0.0,48.33,48.33,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,100,0,0,0
Thibaut Courtois,Belgium,Real Madrid,La Liga,0.928,0.56,0.0,48.32,48.32,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,102,0,0,0
Axel Witsel,Belgium,Girona,La Liga,0.9281,0.56,0.0,48.32,48.32,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,102,0,0,0
Willian Pacho,Ecuador,Paris St-Germain,Ligue 1,0.814,0.7867,0.0,48.29,48.29,Brest (Ligue 1): 0.93 | Burnley (PL): 0.922,104,0,0,0
Fabian Rieder,Switzerland,Augsburg,Bundesliga,0.9475,0.5133,0.0,48.17,48.17,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,105,0,0,0
Diego Moreira,Belgium,Strasbourg,Ligue 1,0.9241,0.56,0.0,48.16,48.16,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,106,0,0,0
Kojo Oppong Peprah,Ghana,Nice,Ligue 1,0.8937,0.62,0.0,48.15,48.15,Brentford (PL): 0.969 | Real Sociedad (La Liga): 0.969,107,0,0,0
Kwasi Sibo,Ghana,Real Oviedo,Outside Top 5,0.8935,0.62,0.0,48.14,48.14,Brentford (PL): 0.969 | Real Sociedad (La Liga): 0.969,108,0,0,0
Alidu Seidu,Ghana,Rennes,Ligue 1,0.8916,0.62,0.0,48.07,48.07,Brentford (PL): 0.969 | Real Sociedad (La Liga): 0.969,109,0,0,0
Can Uzun,TÃÂ¼rkiye,Eintracht Frankfurt,Bundesliga,0.9516,0.5,0.0,48.06,48.06,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,110,0,0,0
Nicolas Seiwald,Austria,RB Leipzig,Bundesliga,0.9506,0.5,0.0,48.03,48.03,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,112,0,0,0
Xaver Schlager,Austria,RB Leipzig,Bundesliga,0.9506,0.5,0.0,48.03,48.03,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,112,0,0,0
Christoph Baumgartner,Austria,RB Leipzig,Bundesliga,0.9506,0.5,0.0,48.03,48.03,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,112,0,0,0
Jude Bellingham,England,Real Madrid,La Liga,0.9041,0.5933,0.0,48.03,48.03,Strasbourg (Ligue 1): 0.964 | Bayer Leverkusen (Bundesliga): 0.957,112,0,0,0
Krepin Diatta,Senegal,Monaco,Ligue 1,0.8971,0.6067,0.0,48.02,48.02,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,115,0,0,0
Lamine Camara,Senegal,Monaco,Ligue 1,0.8971,0.6067,0.0,48.02,48.02,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,115,0,0,0
Yehvann Diouf,Senegal,Nice,Ligue 1,0.897,0.6067,0.0,48.01,48.01,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,117,0,0,0
Antoine Mendy,Senegal,Nice,Ligue 1,0.897,0.6067,0.0,48.01,48.01,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,117,0,0,0
Jurrien Timber,Netherlands,Arsenal,PL,0.9215,0.5533,0.0,47.93,47.93,Rennes (Ligue 1): 0.985 | Como (serie A): 0.974,119,0,0,0
Vinicius Junior,Brazil,Real Madrid,La Liga,0.9707,0.4533,0.0,47.89,47.89,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,120,0,0,0
Michael Gregoritsch,Austria,Augsburg,Bundesliga,0.9473,0.5,0.0,47.89,47.89,Atletico Madrid (La Liga): 0.985 | Borussia Dortmund (Bundesliga): 0.974,120,0,0,0
Ante Budimir,Croatia,Osasuna,La Liga,0.9404,0.5133,0.0,47.88,47.88,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,122,0,0,0
Raphinha,Brazil,Barcelona,La Liga,0.9697,0.4533,0.0,47.86,47.86,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,123,0,0,0
Jamal Musiala,Germany,Bayern Munich,Bundesliga,0.9295,0.5333,0.0,47.85,47.85,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,127,0,0,0
Jonathan Tah,Germany,Bayern Munich,Bundesliga,0.9295,0.5333,0.0,47.85,47.85,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,127,0,0,0
Aleksandar Pavlovic,Germany,Bayern Munich,Bundesliga,0.9295,0.5333,0.0,47.85,47.85,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,127,0,0,0
Joshua Kimmich,Germany,Bayern Munich,Bundesliga,0.9295,0.5333,0.0,47.85,47.85,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,127,0,0,0
Leon Goretzka,Germany,Bayern Munich,Bundesliga,0.9295,0.5333,0.0,47.85,47.85,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,127,0,0,0
Lennart Karl,Germany,Bayern Munich,Bundesliga,0.9295,0.5333,0.0,47.85,47.85,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,127,0,0,0
Manuel Neuer,Germany,Bayern Munich,Bundesliga,0.9295,0.5333,0.0,47.85,47.85,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,127,0,0,0
Luka Sucic,Croatia,Real Sociedad,La Liga,0.9384,0.5133,0.0,47.8,47.8,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,131,0,0,0
Duje Caleta-Car,Croatia,Real Sociedad,La Liga,0.9384,0.5133,0.0,47.8,47.8,Borussia M.Gladbach (Bundesliga): 0.994 | Le Havre (Ligue 1): 0.985,131,0,0,0
Axel Tuanzebe,Dr Congo,Burnley,Outside Top 5,0.9439,0.5,0.0,47.76,47.76,Brest (Ligue 1): 0.947 | Burnley (PL): 0.944,133,0,0,0
Ruben Vargas,Switzerland,Sevilla,La Liga,0.937,0.5133,0.0,47.75,47.75,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,134,0,0,0
Djibril Sow,Switzerland,Sevilla,La Liga,0.937,0.5133,0.0,47.75,47.75,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,134,0,0,0
Romelu Lukaku,Belgium,Napoli,serie A,0.9135,0.56,0.0,47.74,47.74,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,137,0,0,0
Kevin de Bruyne,Belgium,Napoli,serie A,0.9135,0.56,0.0,47.74,47.74,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,137,0,0,0
Dan Ndoye,Switzerland,Nottingham Forest,PL,0.9368,0.5133,0.0,47.74,47.74,Brest (Ligue 1): 0.98 | Wolfsburg (Bundesliga): 0.977,137,0,0,0
Moustapha Mbow,Senegal,Paris FC,Ligue 1,0.8899,0.6067,0.0,47.73,47.73,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,139,0,0,0
Salih Ozcan,TÃÂ¼rkiye,Borussia Dortmund,Bundesliga,0.943,0.5,0.0,47.72,47.72,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,140,0,0,0
Michael Olise,France,Bayern Munich,Bundesliga,0.8928,0.6,0.0,47.71,47.71,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,141,0,0,0
Dayot Upamecano,France,Bayern Munich,Bundesliga,0.8928,0.6,0.0,47.71,47.71,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,141,0,0,0
Arthur Theate,Belgium,Eintracht Frankfurt,Bundesliga,0.9126,0.56,0.0,47.7,47.7,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,143,0,0,0
Hiroki Ito,Japan,Bayern Munich,Bundesliga,0.929,0.5267,0.0,47.69,47.69,Manchester City (PL): 0.976 | Strasbourg (Ligue 1): 0.971,144,0,0,0
Elias Saad,Tunisia,Hannover,Bundesliga,0.8789,0.6267,0.0,47.69,47.69,Brest (Ligue 1): 0.977 | Burnley (PL): 0.967,144,0,0,0
Mory Diaw,Senegal,Le Havre,Ligue 1,0.8887,0.6067,0.0,47.68,47.68,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,146,0,0,0
Robin Risser,France,Lens,Ligue 1,0.8914,0.6,0.0,47.65,47.65,RB Leipzig (Bundesliga): 0.958 | Manchester City (PL): 0.953,147,0,0,0
Nathan Ngoy,Belgium,Lille,Ligue 1,0.911,0.56,0.0,47.64,47.64,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,149,0,0,0
Matias Fernandez-Pardo,Belgium,Lille,Ligue 1,0.911,0.56,0.0,47.64,47.64,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,149,0,0,0
Thomas Meunier,Belgium,Lille,Ligue 1,0.911,0.56,0.0,47.64,47.64,Juventus (serie A): 0.976 | Liverpool (PL): 0.968,149,0,0,0
Habib Diarra,Senegal,Sunderland,Outside Top 5,0.8869,0.6067,0.0,47.61,47.61,Borussia Dortmund (Bundesliga): 0.958 | Atletico Madrid (La Liga): 0.952,151,0,0,0
Felix Nmecha,Germany,Borussia Dortmund,Bundesliga,0.9224,0.5333,0.0,47.56,47.56,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,153,0,0,0
Maximilian Beier,Germany,Borussia Dortmund,Bundesliga,0.9224,0.5333,0.0,47.56,47.56,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,153,0,0,0
Nico Schlotterbeck,Germany,Borussia Dortmund,Bundesliga,0.9224,0.5333,0.0,47.56,47.56,Strasbourg (Ligue 1): 0.976 | Manchester City (PL): 0.974,153,0,0,0
