name,national_team,club,league,style_fit,age_score,tournament_perf,tps_static,tps_live,top3_clubs,tps_rank,tournament_goals,tournament_assists,tournament_minutes
Orkun Kokcu,TÃÂ¼rkiye,Besiktas,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Baris Alper Yilmaz,TÃÂ¼rkiye,Galatasaray,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Matias Vina,Uruguay,Flamengo,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Mert Gunok,TÃÂ¼rkiye,Fenerbahce,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Ugurcan Cakir,TÃÂ¼rkiye,Galatasaray,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Rodrigo Aguirre,Uruguay,Club America,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Darwin Nunez,Uruguay,Al Hilal,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Agustin Canobbio,Uruguay,Fluminense,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Abdulkerim Bardakci,TÃÂ¼rkiye,Galatasaray,Outside Top 5,,0.5,0.0,10.0,10.0,Real Sociedad (La Liga): 0.974 | RB Leipzig (Bundesliga): 0.974,920,0,0,0
Emiliano Martinez,Uruguay,Palmeiras,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Juan Manuel Sanabria,Uruguay,Atletico San Luis,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Joaquin Piquerez,Uruguay,Palmeiras,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Sebastian Caceres,Uruguay,Club America,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Giorgian de Arrascaeta,Uruguay,Flamengo,Outside Top 5,,0.5,0.0,10.0,10.0,Sunderland (PL): 0.969 | Wolfsburg (Bundesliga): 0.966,920,0,0,0
Damian Bobadilla,Paraguay,Sao Paulo,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Briaian Ojeda,Paraguay,Orlando City,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Mauricio Magalhaes,Paraguay,Palmeiras,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Gustavo Caballero,Paraguay,Portsmouth,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Gustavo Velazquez,Paraguay,Cerro Porteno,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Gabriel Avalos,Paraguay,Independiente,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Fabian Balbuena,Paraguay,Gremio,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Jose Canale,Paraguay,Lanus,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Gustavo Gomez,Paraguay,Palmeiras,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Orlando Gill,Paraguay,San Lorenzo,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Junior Alonso,Paraguay,Atletico Mineiro,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Juan Jose Caceres,Paraguay,Dinamo Moscow,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Gaston Olveira,Paraguay,Olimpia,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Alejandro Romero,Paraguay,Al Ain,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Roberto Junior Fernandez,Paraguay,Cerro Porteno,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Isidro Pitta,Paraguay,Bragantino,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Ramon Sosa,Paraguay,Palmeiras,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Miguel Almiron,Paraguay,Atlanta United,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Alexandro Maidana,Paraguay,Talleres,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Andres Cubas,Paraguay,Vancouver Whitecaps,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Matias Galarza,Paraguay,Atlanta United,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Alex Arce,Paraguay,Independiente Rivadavia,Outside Top 5,,0.4733,0.0,9.47,9.47,Burnley (PL): 0.884 | Getafe (La Liga): 0.882,960,0,0,0
Meshaal Barsham,Qatar,Al-Sadd,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Salah Zakaria,Qatar,Al-Duhail,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Aqtay Abdallah,Egypt,Enppi,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Mohamed El Shenawy,Egypt,Al Ahly,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Ahmed Zizo,Egypt,Al Ahly,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Almoez Ali,Qatar,Al-Duhail,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Edmilson Junior,Qatar,Al-Duhail,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Tahseen Mohammed,Qatar,Al-Duhail,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Assim Madibo,Qatar,Al-Wakrah,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Abdulaziz Hatem,Qatar,Al Rayyan,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Mostafa Shobeir,Egypt,Al Ahly,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Mohanad Lasheen,Egypt,Pyramids,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Marwan Ateya,Egypt,Al Ahly,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Mahmoud Saber,Egypt,Zed,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Nabil Emad,Egypt,Al Najma,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Ibrahim Adel,Egypt,Nordsjaelland,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Mahmoud Abunada,Qatar,Al Rayyan,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Ayoub Alawi,Qatar,Al Gharafa,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Hashmi Hussein,Qatar,Al Arabi,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Homam Al-Amin,Qatar,Cultural Leonesa,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Sultan Al-Brake,Qatar,Al-Duhail,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Lucas Mendes,Qatar,Al-Wakrah,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Issa Laaye,Qatar,Al Arabi,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Pedro Miguel,Qatar,Al-Sadd,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Boualem Khoukhi,Qatar,Al-Sadd,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Hossam Abdelmaguid,Egypt,Zamalek,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Ahmed Fatouh,Egypt,Zamalek,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Hamdy Fathy,Egypt,Al Wakrah,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Tarek Alaa,Egypt,Zed,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Yasser Ibrahim,Egypt,Al Ahly,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Rami Rabia,Egypt,Al Ain,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Mohamed Hany,Egypt,Al Ahly,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Mohamed Alaa,Egypt,El Gouna,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Akram Afif,Qatar,Al-Sadd,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
El Mahdi Soliman,Egypt,Zamalek,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Mohammed Al-Manai,Qatar,Al Shamal,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Youssef Abdulrazzaq,Qatar,Al-Wakrah,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Ahmed Fathi,Qatar,Al Arabi,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Mohammed Muntari,Qatar,Al Gharafa,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Ahmed Alaa,Qatar,Al Rayyan,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Hassan Al-Haydos,Qatar,Al-Sadd,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Karim Boudiaf,Qatar,Al-Duhail,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Jassem Jaber,Qatar,Al Arabi,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Leandro Paredes,Argentina,River Plate,Outside Top 5,,0.4667,0.0,9.33,9.33,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,998,0,0,0
Rodrigo de Paul,Argentina,Inter Miami,Outside Top 5,,0.4667,0.0,9.33,9.33,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,998,0,0,0
Lionel Messi,Argentina,Inter Miami,Outside Top 5,,0.4667,0.0,9.33,9.33,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,998,0,0,0
Karim Hafez,Egypt,Pyramids,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Jose Manuel Lopez,Argentina,Palmeiras,Outside Top 5,,0.4667,0.0,9.33,9.33,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,998,0,0,0
Gonzalo Montiel,Argentina,River Plate,Outside Top 5,,0.4667,0.0,9.33,9.33,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,998,0,0,0
Nicolas Otamendi,Argentina,Benfica,Outside Top 5,,0.4667,0.0,9.33,9.33,Manchester City (PL): 0.981 | Strasbourg (Ligue 1): 0.979,998,0,0,0
Ahmed Al-Janahi,Qatar,Al Gharafa,Outside Top 5,,0.4667,0.0,9.33,9.33,Levante (La Liga): 0.97 | West Ham United (PL): 0.967,998,0,0,0
Emam Ashour,Egypt,Al Ahly,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Mostafa Ziko,Egypt,Pyramids,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Mahmoud Trezeguet,Egypt,Al Ahly,Outside Top 5,,0.4667,0.0,9.33,9.33,Athletic Club (La Liga): 0.968 | Brentford (PL): 0.959,998,0,0,0
Ederson,Brazil,Fenerbahce,Outside Top 5,,0.4533,0.0,9.07,9.07,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,1044,0,0,0
Mehdi Torabi,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Dennis Eckert,Iran,Standard Liege,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Mehdi Ghayedi,Iran,Al-Nasr,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Shahriyar Moghanlou,Iran,Kalba,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Ali Alipour,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Mehdi Taremi,Iran,Olympiacos,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Amirhossein Hosseinzadeh,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Mohammad Mohebi,Iran,Rostov,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Aria Yousefi,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Amirmohammad Razzaghinia,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Rouzbeh Cheshmi,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Alireza Jahanbakhsh,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Douglas Santos,Brazil,Zenit St. Petersburg,Outside Top 5,,0.4533,0.0,9.07,9.07,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,1044,0,0,0
Danilo Santos,Brazil,Botafogo,Outside Top 5,,0.4533,0.0,9.07,9.07,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,1044,0,0,0
Fabinho,Brazil,Al Ittihad,Outside Top 5,,0.4533,0.0,9.07,9.07,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,1044,0,0,0
Luiz Henrique,Brazil,Zenit St. Petersburg,Outside Top 5,,0.4533,0.0,9.07,9.07,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,1044,0,0,0
Neymar,Brazil,Santos,Outside Top 5,,0.4533,0.0,9.07,9.07,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,1044,0,0,0
Ramin Rezaeian,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Danial Eiri,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Ali Nemati,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Milad Mohammadi,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Ehsan Hajsafi,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Hossein Hosseini,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Payam Niazmand,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Alireza Beiranvand,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Hossein Kanaanizadegan,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Shojae Khalilzadeh,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Saleh Hardani,Iran,Unknown,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Saman Ghoddos,Iran,Kalba,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Saeid Ezatolahi,Iran,Shahab al-Ahli,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Mohammad Ghorbani,Iran,Al-Wahda,Outside Top 5,,0.4533,0.0,9.07,9.07,Brentford (PL): 0.97 | Torino (serie A): 0.956,1044,0,0,0
Weverton,Brazil,Gremio,Outside Top 5,,0.4533,0.0,9.07,9.07,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,1044,0,0,0
Alex Sandro,Brazil,Flamengo,Outside Top 5,,0.4533,0.0,9.07,9.07,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,1044,0,0,0
Danilo,Brazil,Flamengo,Outside Top 5,,0.4533,0.0,9.07,9.07,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,1044,0,0,0
Leo Pereira,Brazil,Flamengo,Outside Top 5,,0.4533,0.0,9.07,9.07,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,1044,0,0,0
Ibanez,Brazil,Al-Ahli,Outside Top 5,,0.4533,0.0,9.07,9.07,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,1044,0,0,0
Lucas Paqueta,Brazil,Flamengo,Outside Top 5,,0.4533,0.0,9.07,9.07,Manchester City (PL): 0.987 | Real Madrid (La Liga): 0.971,1044,0,0,0
John Souttar,Scotland,Rangers,Outside Top 5,,0.44,0.0,8.8,8.8,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,1070,0,0,0
Findlay Curtis,Scotland,Kilmarnock,Outside Top 5,,0.44,0.0,8.8,8.8,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,1070,0,0,0
Kenny McLean,Scotland,Norwich City,Outside Top 5,,0.44,0.0,8.8,8.8,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,1070,0,0,0
Lyndon Dykes,Scotland,Birmingham City,Outside Top 5,,0.44,0.0,8.8,8.8,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,1070,0,0,0
Anthony Ralston,Scotland,Celtic,Outside Top 5,,0.44,0.0,8.8,8.8,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,1070,0,0,0
Scott McKenna,Scotland,Dinamo Zagreb,Outside Top 5,,0.44,0.0,8.8,8.8,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,1070,0,0,0
Kieran Tierney,Scotland,Celtic,Outside Top 5,,0.44,0.0,8.8,8.8,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,1070,0,0,0
Lawrence Shankland,Scotland,Rangers,Outside Top 5,,0.44,0.0,8.8,8.8,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,1070,0,0,0
Liam Kelly,Scotland,Rangers,Outside Top 5,,0.44,0.0,8.8,8.8,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,1070,0,0,0
Craig Gordon,Scotland,Hearts,Outside Top 5,,0.44,0.0,8.8,8.8,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,1070,0,0,0
Jack Hendry,Scotland,Al Ettifaq,Outside Top 5,,0.44,0.0,8.8,8.8,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,1070,0,0,0
Dom Hyam,Scotland,Blackburn Rovers,Outside Top 5,,0.44,0.0,8.8,8.8,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,1070,0,0,0
Grant Hanley,Scotland,Birmingham City,Outside Top 5,,0.44,0.0,8.8,8.8,Sunderland (PL): 0.982 | Wolfsburg (Bundesliga): 0.977,1070,0,0,0
Yannick Semedo,Cape Verde,Farense,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Jamiro Monteiro,Cape Verde,PEC Zwolle,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Ryan Mendes,Cape Verde,Igdir,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Jovane Cabral,Cape Verde,Estrela Amadora,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
CJ dos Santos,Cape Verde,San Diego,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Garry Rodrigues,Cape Verde,Apollon Limassol,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Deroy Duarte,Cape Verde,Ludogorets,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Kevin Pina,Cape Verde,Krasnodar,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Roberto Lopes,Cape Verde,Shamrock Rovers,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Marcio Rosa,Cape Verde,Montana,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Vozinha,Cape Verde,Chaves,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Stopira,Cape Verde,Torreense,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Joao Paulo,Cape Verde,FCSB,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Steven Moreira,Cape Verde,Columbus Crew,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Diney,Cape Verde,Al Bataeh,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Willy Semedo,Cape Verde,Omonia,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Telmo Arcanjo,Cape Verde,Vitoria Guimaraes,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Laros Duarte,Cape Verde,Puskas Akademia,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
